Word,W_Length,W_TotalStrokes,W_Count,W(log),W_million,W_CD,W_CD(log),W_CD(ratio)
重托,2,15,1,0,0.03,1,0,0.02
埃尔农,3,21,1,0,0.03,1,0,0.02
漠然置之,4,41,1,0,0.03,1,0,0.02
培尔穆特,4,42,1,0,0.03,1,0,0.02
阿利森,3,26,1,0,0.03,1,0,0.02
凡达奇,3,17,1,0,0.03,1,0,0.02
固件,2,14,1,0,0.03,1,0,0.02
芝士狗,3,17,1,0,0.03,1,0,0.02
惠特比,3,26,1,0,0.03,1,0,0.02
鲍博·约翰森,6,59,1,0,0.03,1,0,0.02
福塞,2,26,1,0,0.03,1,0,0.02
鹞子,2,18,1,0,0.03,1,0,0.02
安妮·玛丽,5,28,1,0,0.03,1,0,0.02
四百八十亿,5,18,1,0,0.03,1,0,0.02
蓐,1,13,1,0,0.03,1,0,0.02
布块,2,12,1,0,0.03,1,0,0.02
艾力山,3,10,1,0,0.03,1,0,0.02
爱迪达,3,24,1,0,0.03,1,0,0.02
将官,2,17,1,0,0.03,1,0,0.02
威基,2,20,1,0,0.03,1,0,0.02
哈里·里森纳,6,42,1,0,0.03,1,0,0.02
胡美尔,3,23,1,0,0.03,1,0,0.02
迈克尔·迈克唐纳德,9,63,1,0,0.03,1,0,0.02
亚瑟·凯斯特斯,7,61,1,0,0.03,1,0,0.02
我进,2,14,1,0,0.03,1,0,0.02
林河龙,3,21,1,0,0.03,1,0,0.02
埃莱科特拉,5,47,1,0,0.03,1,0,0.02
亚当他,3,17,1,0,0.03,1,0,0.02
费尔登,3,26,1,0,0.03,1,0,0.02
弗朗西斯·法默,7,57,1,0,0.03,1,0,0.02
鲍勃·加斯特曼,7,60,1,0,0.03,1,0,0.02
雷思,2,22,1,0,0.03,1,0,0.02
黎薇,2,31,1,0,0.03,1,0,0.02
我院,2,16,1,0,0.03,1,0,0.02
滴灌,2,34,1,0,0.03,1,0,0.02
赛亚·斯特恩,6,52,1,0,0.03,1,0,0.02
大锡,2,16,1,0,0.03,1,0,0.02
查菲,2,20,1,0,0.03,1,0,0.02
德·布鲁诺,5,42,1,0,0.03,1,0,0.02
福奇,2,21,1,0,0.03,1,0,0.02
伯拉克西特列斯,7,56,1,0,0.03,1,0,0.02
好善,2,18,1,0,0.03,1,0,0.02
克朗布尔,4,27,1,0,0.03,1,0,0.02
圣托斯,3,23,1,0,0.03,1,0,0.02
执法如山,4,23,1,0,0.03,1,0,0.02
斯凯莱,3,30,1,0,0.03,1,0,0.02
压阵,2,12,1,0,0.03,1,0,0.02
和尼娜,3,22,1,0,0.03,1,0,0.02
胡地,2,15,1,0,0.03,1,0,0.02
祖道克,3,28,1,0,0.03,1,0,0.02
费施曼,3,29,1,0,0.03,1,0,0.02
布鲁斯贝利,5,40,1,0,0.03,1,0,0.02
赠与税,3,31,1,0,0.03,1,0,0.02
克拉纳汉,4,27,1,0,0.03,1,0,0.02
约瑟夫·普拉提,7,55,1,0,0.03,1,0,0.02
嶙,1,15,1,0,0.03,1,0,0.02
恩尼格玛,4,32,1,0,0.03,1,0,0.02
本纳塔,3,24,1,0,0.03,1,0,0.02
吴孟达,3,21,1,0,0.03,1,0,0.02
大卫纽曼,4,24,1,0,0.03,1,0,0.02
克斯婷,3,31,1,0,0.03,1,0,0.02
贫农,2,14,1,0,0.03,1,0,0.02
查迪斯,3,29,1,0,0.03,1,0,0.02
休闲游,3,25,1,0,0.03,1,0,0.02
本·米歇尔,5,29,1,0,0.03,1,0,0.02
安德鲁伯洛,5,49,1,0,0.03,1,0,0.02
勒沙,2,18,1,0,0.03,1,0,0.02
引桥,2,14,1,0,0.03,1,0,0.02
魏伦汀,3,28,1,0,0.03,1,0,0.02
冉斯登,3,29,1,0,0.03,1,0,0.02
亚迪,2,14,1,0,0.03,1,0,0.02
嚴,1,19,1,0,0.03,1,0,0.02
酣梦,2,23,1,0,0.03,1,0,0.02
福特马,3,26,1,0,0.03,1,0,0.02
瑟吉欧,3,27,1,0,0.03,1,0,0.02
沉渣,2,19,1,0,0.03,1,0,0.02
劣种,2,15,1,0,0.03,1,0,0.02
钢箍,2,23,1,0,0.03,1,0,0.02
凯蒂·布拉特,6,43,1,0,0.03,1,0,0.02
玛勒斯·玛,5,37,1,0,0.03,1,0,0.02
出冷门,3,15,1,0,0.03,1,0,0.02
摧枯拉朽,4,37,1,0,0.03,1,0,0.02
麦克·考马克,6,30,1,0,0.03,1,0,0.02
第九十,3,15,1,0,0.03,1,0,0.02
苏圣,2,12,1,0,0.03,1,0,0.02
好学,2,14,1,0,0.03,1,0,0.02
博斯普鲁斯,5,60,1,0,0.03,1,0,0.02
黎东国,3,28,1,0,0.03,1,0,0.02
古诗,2,13,1,0,0.03,1,0,0.02
扎克·米勒,5,28,1,0,0.03,1,0,0.02
雷蒙多·本尼特兹,8,61,1,0,0.03,1,0,0.02
杂食,2,15,1,0,0.03,1,0,0.02
贝佛利·希尔,6,30,1,0,0.03,1,0,0.02
阿特斯坦,4,37,1,0,0.03,1,0,0.02
瓜其亚诺,4,29,1,0,0.03,1,0,0.02
遮丑,2,18,1,0,0.03,1,0,0.02
九一三,3,6,1,0,0.03,1,0,0.02
宫健二,3,21,1,0,0.03,1,0,0.02
屐,1,10,1,0,0.03,1,0,0.02
沃尔特惠特曼,6,55,1,0,0.03,1,0,0.02
卡珊德勒,4,40,1,0,0.03,1,0,0.02
查里斯,3,28,1,0,0.03,1,0,0.02
比莉丝,3,19,1,0,0.03,1,0,0.02
詹姆士·帕尔玛,7,44,1,0,0.03,1,0,0.02
莱斯里尼,4,34,1,0,0.03,1,0,0.02
莫列那,3,22,1,0,0.03,1,0,0.02
美格波,3,27,1,0,0.03,1,0,0.02
冰茶,2,15,1,0,0.03,1,0,0.02
福哉,2,22,1,0,0.03,1,0,0.02
塔尔皮亚,4,28,1,0,0.03,1,0,0.02
豆面,2,16,1,0,0.03,1,0,0.02
伙房,2,14,1,0,0.03,1,0,0.02
小马西,3,12,1,0,0.03,1,0,0.02
莱恩·赫金斯,6,54,1,0,0.03,1,0,0.02
五十五秒,4,19,1,0,0.03,1,0,0.02
我芬,2,14,1,0,0.03,1,0,0.02
蚋,1,10,1,0,0.03,1,0,0.02
凯马,2,11,1,0,0.03,1,0,0.02
利奥纳多留,5,42,1,0,0.03,1,0,0.02
德莫特·麦隆尼,7,58,1,0,0.03,1,0,0.02
约翰斯,3,34,1,0,0.03,1,0,0.02
换脑筋,3,32,1,0,0.03,1,0,0.02
济赛坡,3,31,1,0,0.03,1,0,0.02
德尔·普利特,6,49,1,0,0.03,1,0,0.02
约翰施,3,31,1,0,0.03,1,0,0.02
安东尼生,4,21,1,0,0.03,1,0,0.02
吉贝尔,3,15,1,0,0.03,1,0,0.02
贝尔维尤,4,24,1,0,0.03,1,0,0.02
萨姆·福斯特萨姆,8,73,1,0,0.03,1,0,0.02
史都贝克,4,26,1,0,0.03,1,0,0.02
凌治,2,18,1,0,0.03,1,0,0.02
洛伊斯·莱恩,6,47,1,0,0.03,1,0,0.02
小实,2,11,1,0,0.03,1,0,0.02
古街,2,17,1,0,0.03,1,0,0.02
锐减,2,23,1,0,0.03,1,0,0.02
布里克·塔木兰德,8,55,1,0,0.03,1,0,0.02
奥迪车,3,24,1,0,0.03,1,0,0.02
贝蒂·潘,4,31,1,0,0.03,1,0,0.02
好天,2,10,1,0,0.03,1,0,0.02
指靠,2,24,1,0,0.03,1,0,0.02
拜把兄弟,4,28,1,0,0.03,1,0,0.02
亚提娜,3,27,1,0,0.03,1,0,0.02
切·格瓦拉真,6,36,1,0,0.03,1,0,0.02
两千五百零一,6,34,1,0,0.03,1,0,0.02
比艾菲,3,20,1,0,0.03,1,0,0.02
拾又一,3,12,1,0,0.03,1,0,0.02
里奥哈,3,28,1,0,0.03,1,0,0.02
摩根马,3,28,1,0,0.03,1,0,0.02
暗示疗法,4,33,1,0,0.03,1,0,0.02
默瑞亚,3,35,1,0,0.03,1,0,0.02
包装费,3,26,1,0,0.03,1,0,0.02
六十三点五,5,22,1,0,0.03,1,0,0.02
爱德华·埃文斯,7,57,1,0,0.03,1,0,0.02
马不肯,3,15,1,0,0.03,1,0,0.02
波提加,3,25,1,0,0.03,1,0,0.02
让蕾,2,21,1,0,0.03,1,0,0.02
美联航,3,31,1,0,0.03,1,0,0.02
克里姆·阿尔德瓦斯,9,65,1,0,0.03,1,0,0.02
秋夏子,3,22,1,0,0.03,1,0,0.02
鲍威尔佩拉塔,6,55,1,0,0.03,1,0,0.02
弗朗索瓦,4,29,1,0,0.03,1,0,0.02
环星,2,17,1,0,0.03,1,0,0.02
乔什·卢卡斯,6,32,1,0,0.03,1,0,0.02
潘得斯基,4,49,1,0,0.03,1,0,0.02
昆腾,2,21,1,0,0.03,1,0,0.02
阿利文,3,18,1,0,0.03,1,0,0.02
白风,2,9,1,0,0.03,1,0,0.02
斯塔恩贝格堡,6,60,1,0,0.03,1,0,0.02
圣方,2,9,1,0,0.03,1,0,0.02
萨比尔,3,20,1,0,0.03,1,0,0.02
摩特莫丝·梅贝尔,8,60,1,0,0.03,1,0,0.02
谈一,2,11,1,0,0.03,1,0,0.02
维克托里亚诺·韦尔塔,10,68,1,0,0.03,1,0,0.02
小罗德尼,4,31,1,0,0.03,1,0,0.02
水利部,3,21,1,0,0.03,1,0,0.02
拓扑学,3,21,1,0,0.03,1,0,0.02
夏格艾胡力,5,36,1,0,0.03,1,0,0.02
依克巴,3,19,1,0,0.03,1,0,0.02
韦尔金斯,4,29,1,0,0.03,1,0,0.02
对本,2,10,1,0,0.03,1,0,0.02
弗莱德·甘利,6,42,1,0,0.03,1,0,0.02
仲仲,2,12,1,0,0.03,1,0,0.02
两万七千,4,15,1,0,0.03,1,0,0.02
大智,2,15,1,0,0.03,1,0,0.02
史黛夫,3,26,1,0,0.03,1,0,0.02
叶猴,2,17,1,0,0.03,1,0,0.02
棋赛,2,26,1,0,0.03,1,0,0.02
珍妮佛·洛佩兹,7,50,1,0,0.03,1,0,0.02
卡尔·佩金斯,6,38,1,0,0.03,1,0,0.02
白鸥,2,14,1,0,0.03,1,0,0.02
小温德尔,4,35,1,0,0.03,1,0,0.02
马尔萨斯,4,31,1,0,0.03,1,0,0.02
福友,2,17,1,0,0.03,1,0,0.02
三千六百万,5,19,1,0,0.03,1,0,0.02
史戴西能,4,38,1,0,0.03,1,0,0.02
瓜皮,2,10,1,0,0.03,1,0,0.02
大卫·爱默生,6,37,1,0,0.03,1,0,0.02
比罗夏,3,22,1,0,0.03,1,0,0.02
中宫直进,4,28,1,0,0.03,1,0,0.02
曼切斯特,4,37,1,0,0.03,1,0,0.02
南卡罗莱那,5,38,1,0,0.03,1,0,0.02
小将,2,12,1,0,0.03,1,0,0.02
丽霞,2,24,1,0,0.03,1,0,0.02
我薇,2,23,1,0,0.03,1,0,0.02
粗率,2,22,1,0,0.03,1,0,0.02
崔智友,3,27,1,0,0.03,1,0,0.02
阿里斯泰尔·麦格,8,58,1,0,0.03,1,0,0.02
尤加,2,9,1,0,0.03,1,0,0.02
维拉·王,4,23,1,0,0.03,1,0,0.02
斯基托·布朗森尼安,9,67,1,0,0.03,1,0,0.02
瑟宾,2,23,1,0,0.03,1,0,0.02
邓肯·汉斯,5,29,1,0,0.03,1,0,0.02
劳而无获,4,27,1,0,0.03,1,0,0.02
巴尔沙·塔里克,7,42,1,0,0.03,1,0,0.02
宋在浩,3,23,1,0,0.03,1,0,0.02
普利茅斯山,5,42,1,0,0.03,1,0,0.02
克拉普茅茨,5,44,1,0,0.03,1,0,0.02
巴瑞尔,3,22,1,0,0.03,1,0,0.02
二亿,2,5,1,0,0.03,1,0,0.02
路西亚诺,4,35,1,0,0.03,1,0,0.02
弓步,2,10,1,0,0.03,1,0,0.02
库仑,2,11,1,0,0.03,1,0,0.02
乌迪内,3,16,1,0,0.03,1,0,0.02
蒜瓣,2,32,1,0,0.03,1,0,0.02
燿,1,18,1,0,0.03,1,0,0.02
凡·丹,3,7,1,0,0.03,1,0,0.02
勒范特,3,29,1,0,0.03,1,0,0.02
罗伯特福根,5,48,1,0,0.03,1,0,0.02
迪比克,3,19,1,0,0.03,1,0,0.02
克拉普顿,4,37,1,0,0.03,1,0,0.02
二两,2,9,1,0,0.03,1,0,0.02
迪阿姆,3,23,1,0,0.03,1,0,0.02
他米歇尔,4,29,1,0,0.03,1,0,0.02
卢茨,2,14,1,0,0.03,1,0,0.02
卡尔来,3,17,1,0,0.03,1,0,0.02
锝,1,13,1,0,0.03,1,0,0.02
杜洛克,3,23,1,0,0.03,1,0,0.02
全过程,3,24,1,0,0.03,1,0,0.02
二世,2,7,1,0,0.03,1,0,0.02
里波特,3,25,1,0,0.03,1,0,0.02
古谚,2,16,1,0,0.03,1,0,0.02
本皮西特,4,26,1,0,0.03,1,0,0.02
米修,2,15,1,0,0.03,1,0,0.02
贺迪,2,17,1,0,0.03,1,0,0.02
理查森,3,32,1,0,0.03,1,0,0.02
彼得·福尔克,6,44,1,0,0.03,1,0,0.02
阿西利亚,4,26,1,0,0.03,1,0,0.02
忖,1,6,1,0,0.03,1,0,0.02
小德,2,18,1,0,0.03,1,0,0.02
克里斯蒂·威尔斯,8,64,1,0,0.03,1,0,0.02
二九,2,4,1,0,0.03,1,0,0.02
圣朱狄诺,4,28,1,0,0.03,1,0,0.02
太远,2,11,1,0,0.03,1,0,0.02
菲利普·韦恩赖特,8,67,1,0,0.03,1,0,0.02
耗油率,3,29,1,0,0.03,1,0,0.02
亚特,2,16,1,0,0.03,1,0,0.02
奥莉维亚三年,6,48,1,0,0.03,1,0,0.02
小席,2,13,1,0,0.03,1,0,0.02
必不可缺,4,24,1,0,0.03,1,0,0.02
曲奇耶,3,22,1,0,0.03,1,0,0.02
纽克拉路什,5,39,1,0,0.03,1,0,0.02
凯利博·汉克斯,7,51,1,0,0.03,1,0,0.02
埃利奥特都,5,49,1,0,0.03,1,0,0.02
威尔·克劳福,6,41,1,0,0.03,1,0,0.02
关凯,2,14,1,0,0.03,1,0,0.02
小布,2,8,1,0,0.03,1,0,0.02
瓜瓤,2,27,1,0,0.03,1,0,0.02
坐庄,2,13,1,0,0.03,1,0,0.02
锡德尼,3,33,1,0,0.03,1,0,0.02
罗基特,3,29,1,0,0.03,1,0,0.02
瑟姆,2,21,1,0,0.03,1,0,0.02
福兆,2,19,1,0,0.03,1,0,0.02
让肖恩,3,22,1,0,0.03,1,0,0.02
圣易,2,13,1,0,0.03,1,0,0.02
灌渠,2,31,1,0,0.03,1,0,0.02
梅洛迪·凯扎尔,7,45,1,0,0.03,1,0,0.02
二佰,2,10,1,0,0.03,1,0,0.02
折射率,3,28,1,0,0.03,1,0,0.02
他查尔斯,4,31,1,0,0.03,1,0,0.02
史威格,3,24,1,0,0.03,1,0,0.02
里查基尔,4,32,1,0,0.03,1,0,0.02
小库,2,10,1,0,0.03,1,0,0.02
李克·肖,4,21,1,0,0.03,1,0,0.02
普克珠,3,29,1,0,0.03,1,0,0.02
泽龙,2,13,1,0,0.03,1,0,0.02
通迅,2,16,1,0,0.03,1,0,0.02
格兰特瑞里,5,45,1,0,0.03,1,0,0.02
百分之九十八,6,19,1,0,0.03,1,0,0.02
六大洲,3,16,1,0,0.03,1,0,0.02
蚌壳,2,17,1,0,0.03,1,0,0.02
梅纳赫姆,4,40,1,0,0.03,1,0,0.02
巴姆斯,3,24,1,0,0.03,1,0,0.02
艾米里·杜瓦尔,7,34,1,0,0.03,1,0,0.02
莫尔托,3,21,1,0,0.03,1,0,0.02
尤利卡,3,16,1,0,0.03,1,0,0.02
米尔顿克罗斯,6,48,1,0,0.03,1,0,0.02
艾菲莫维奇·拉斯普亭,10,86,1,0,0.03,1,0,0.02
威尔康提,4,37,1,0,0.03,1,0,0.02
威廉姆·皮特,6,45,1,0,0.03,1,0,0.02
稜,1,13,1,0,0.03,1,0,0.02
阿纳容,3,24,1,0,0.03,1,0,0.02
亚瑟当,3,25,1,0,0.03,1,0,0.02
工工整整,4,38,1,0,0.03,1,0,0.02
餬,1,17,1,0,0.03,1,0,0.02
博杨,2,19,1,0,0.03,1,0,0.02
玛古,2,12,1,0,0.03,1,0,0.02
余在庆,3,19,1,0,0.03,1,0,0.02
埃胡德·巴拉克,7,53,1,0,0.03,1,0,0.02
小恩,2,13,1,0,0.03,1,0,0.02
帕塔拉,3,28,1,0,0.03,1,0,0.02
约翰马斯登,5,49,1,0,0.03,1,0,0.02
克罗斯考特,5,43,1,0,0.03,1,0,0.02
生文森特,4,31,1,0,0.03,1,0,0.02
抠门儿,3,12,1,0,0.03,1,0,0.02
门斯特,3,25,1,0,0.03,1,0,0.02
牛至草,3,19,1,0,0.03,1,0,0.02
玻璃砖,3,32,1,0,0.03,1,0,0.02
本·弗莱彻,5,27,1,0,0.03,1,0,0.02
保罗·怀特,5,34,1,0,0.03,1,0,0.02
石原聪,3,30,1,0,0.03,1,0,0.02
梅瓦特,3,25,1,0,0.03,1,0,0.02
萨拉里,3,26,1,0,0.03,1,0,0.02
让桑加,3,20,1,0,0.03,1,0,0.02
金士谷,3,18,1,0,0.03,1,0,0.02
帕金斯基,4,39,1,0,0.03,1,0,0.02
杰弗里·戴莫,6,47,1,0,0.03,1,0,0.02
雪雁,2,23,1,0,0.03,1,0,0.02
崔高斯,3,33,1,0,0.03,1,0,0.02
鮑,1,16,1,0,0.03,1,0,0.02
他巴特,3,19,1,0,0.03,1,0,0.02
迪布罗克,4,28,1,0,0.03,1,0,0.02
阿里桑多罗,5,38,1,0,0.03,1,0,0.02
博施,2,21,1,0,0.03,1,0,0.02
圣宝,2,13,1,0,0.03,1,0,0.02
米杜士堡,4,28,1,0,0.03,1,0,0.02
奥斯沃德,4,46,1,0,0.03,1,0,0.02
马莉亚,3,19,1,0,0.03,1,0,0.02
核拨,2,18,1,0,0.03,1,0,0.02
凯利·福林,5,36,1,0,0.03,1,0,0.02
斯多克顿,4,35,1,0,0.03,1,0,0.02
多米尼克让他,6,34,1,0,0.03,1,0,0.02
好恩,2,16,1,0,0.03,1,0,0.02
米伊拉福雷,5,46,1,0,0.03,1,0,0.02
空额,2,23,1,0,0.03,1,0,0.02
乔安森,3,24,1,0,0.03,1,0,0.02
爱迪丝,3,23,1,0,0.03,1,0,0.02
罗杰·诺列加,6,37,1,0,0.03,1,0,0.02
切·格瓦拉他,6,31,1,0,0.03,1,0,0.02
萨林纳斯的里德,7,68,1,0,0.03,1,0,0.02
周秉涛,3,26,1,0,0.03,1,0,0.02
触媒,2,25,1,0,0.03,1,0,0.02
马特·兰迪斯,6,38,1,0,0.03,1,0,0.02
阿纳姆,3,22,1,0,0.03,1,0,0.02
迪·马,3,11,1,0,0.03,1,0,0.02
凯文·布朗,5,27,1,0,0.03,1,0,0.02
井架,2,13,1,0,0.03,1,0,0.02
贪嘴,2,24,1,0,0.03,1,0,0.02
山姆·巴罗斯,6,35,1,0,0.03,1,0,0.02
太申,2,9,1,0,0.03,1,0,0.02
桑利斯,3,29,1,0,0.03,1,0,0.02
凡奈斯,3,23,1,0,0.03,1,0,0.02
磨光机,3,28,1,0,0.03,1,0,0.02
贝肯鲍尔,4,30,1,0,0.03,1,0,0.02
弟学妹,3,23,1,0,0.03,1,0,0.02
篮坛,2,23,1,0,0.03,1,0,0.02
路修好,3,28,1,0,0.03,1,0,0.02
至仁,2,10,1,0,0.03,1,0,0.02
被除数,3,32,1,0,0.03,1,0,0.02
吉娜·诺里斯,6,44,1,0,0.03,1,0,0.02
伊利亚·苏雷曼,7,50,1,0,0.03,1,0,0.02
温特哈,3,31,1,0,0.03,1,0,0.02
李子好,3,16,1,0,0.03,1,0,0.02
旱情,2,18,1,0,0.03,1,0,0.02
小户,2,7,1,0,0.03,1,0,0.02
小戴,2,20,1,0,0.03,1,0,0.02
德劳瑞,3,35,1,0,0.03,1,0,0.02
小戏,2,9,1,0,0.03,1,0,0.02
小戈,2,7,1,0,0.03,1,0,0.02
拉里·班沙,5,32,1,0,0.03,1,0,0.02
项葛兰美,4,35,1,0,0.03,1,0,0.02
加莱蒂他,4,32,1,0,0.03,1,0,0.02
梅西尔,3,22,1,0,0.03,1,0,0.02
韦克,2,11,1,0,0.03,1,0,0.02
麦塞尔,3,25,1,0,0.03,1,0,0.02
福特扎帕特克,6,52,1,0,0.03,1,0,0.02
东猜西,3,22,1,0,0.03,1,0,0.02
以法,2,12,1,0,0.03,1,0,0.02
哈里·蒂默尔斯,7,61,1,0,0.03,1,0,0.02
金冯多,3,19,1,0,0.03,1,0,0.02
康库斯,3,30,1,0,0.03,1,0,0.02
且续,2,16,1,0,0.03,1,0,0.02
泰德·丹森,5,41,1,0,0.03,1,0,0.02
万德曼,3,29,1,0,0.03,1,0,0.02
名闻遐迩,4,35,1,0,0.03,1,0,0.02
格利高里,4,34,1,0,0.03,1,0,0.02
贺乐威,3,23,1,0,0.03,1,0,0.02
瑞德耐克,4,44,1,0,0.03,1,0,0.02
以武,2,12,1,0,0.03,1,0,0.02
玛格里,3,24,1,0,0.03,1,0,0.02
药剂学,3,25,1,0,0.03,1,0,0.02
八拐,2,10,1,0,0.03,1,0,0.02
西维吉尼亚的摩根城,9,76,1,0,0.03,1,0,0.02
李子干,3,13,1,0,0.03,1,0,0.02
乱送,2,16,1,0,0.03,1,0,0.02
绢扇,2,20,1,0,0.03,1,0,0.02
瑟戴,2,30,1,0,0.03,1,0,0.02
引咎,2,12,1,0,0.03,1,0,0.02
奥戴利,3,36,1,0,0.03,1,0,0.02
倡议书,3,19,1,0,0.03,1,0,0.02
煞气,2,17,1,0,0.03,1,0,0.02
贝辛斯托克,5,36,1,0,0.03,1,0,0.02
仓垣,2,13,1,0,0.03,1,0,0.02
透出,2,15,1,0,0.03,1,0,0.02
艾伯克奇,4,27,1,0,0.03,1,0,0.02
库瑟,2,20,1,0,0.03,1,0,0.02
死理,2,17,1,0,0.03,1,0,0.02
约翰斯特劳斯,6,63,1,0,0.03,1,0,0.02
大卫·巴恩斯,6,32,1,0,0.03,1,0,0.02
职教,2,22,1,0,0.03,1,0,0.02
小斯,2,15,1,0,0.03,1,0,0.02
多逊,2,15,1,0,0.03,1,0,0.02
玛丽莲·曼森,6,47,1,0,0.03,1,0,0.02
爱奕元,3,23,1,0,0.03,1,0,0.02
卡梅恩,3,26,1,0,0.03,1,0,0.02
谁个,2,13,1,0,0.03,1,0,0.02
甘浦都,3,25,1,0,0.03,1,0,0.02
汉默顿,3,31,1,0,0.03,1,0,0.02
阳春,2,15,1,0,0.03,1,0,0.02
贺比·汉考克,6,31,1,0,0.03,1,0,0.02
内尔·格温,5,31,1,0,0.03,1,0,0.02
克哈特·舒尔,6,43,1,0,0.03,1,0,0.02
吴明花,3,22,1,0,0.03,1,0,0.02
菲利普·拉姆齐,7,52,1,0,0.03,1,0,0.02
多金,2,14,1,0,0.03,1,0,0.02
海默法伯,4,41,1,0,0.03,1,0,0.02
兰基塔,3,28,1,0,0.03,1,0,0.02
伊洛,2,15,1,0,0.03,1,0,0.02
钱洗白,3,24,1,0,0.03,1,0,0.02
普利米尔,4,30,1,0,0.03,1,0,0.02
哈特福德,4,47,1,0,0.03,1,0,0.02
恩平,2,15,1,0,0.03,1,0,0.02
凯瑟琳·莱克,6,50,1,0,0.03,1,0,0.02
安德烈·马尔罗,7,47,1,0,0.03,1,0,0.02
玛萨·斯图尔特,7,53,1,0,0.03,1,0,0.02
彼得·伊恩·史泰克,9,57,1,0,0.03,1,0,0.02
帕斯·捷尔纳克,7,50,1,0,0.03,1,0,0.02
校牌,2,22,1,0,0.03,1,0,0.02
百顺,2,15,1,0,0.03,1,0,0.02
侯默,2,25,1,0,0.03,1,0,0.02
超狗,2,20,1,0,0.03,1,0,0.02
屈光镜,3,30,1,0,0.03,1,0,0.02
好极,2,13,1,0,0.03,1,0,0.02
格温妮,3,30,1,0,0.03,1,0,0.02
格林科夫,4,31,1,0,0.03,1,0,0.02
行道树,3,27,1,0,0.03,1,0,0.02
博扬,2,18,1,0,0.03,1,0,0.02
桑德胡,3,34,1,0,0.03,1,0,0.02
身无长物,4,23,1,0,0.03,1,0,0.02
罗特克,3,25,1,0,0.03,1,0,0.02
奥拉弗森,4,37,1,0,0.03,1,0,0.02
卡梅隆迪亚兹,6,50,1,0,0.03,1,0,0.02
小李,2,10,1,0,0.03,1,0,0.02
潘曲·维拉,5,40,1,0,0.03,1,0,0.02
蒂特尔,3,27,1,0,0.03,1,0,0.02
炮仗,2,14,1,0,0.03,1,0,0.02
谈瑜,2,23,1,0,0.03,1,0,0.02
小珍妮,3,20,1,0,0.03,1,0,0.02
啤酒沫,3,29,1,0,0.03,1,0,0.02
小朱,2,9,1,0,0.03,1,0,0.02
发彩信,3,25,1,0,0.03,1,0,0.02
斯黛拉·麦卡特尼,8,64,1,0,0.03,1,0,0.02
重剑,2,18,1,0,0.03,1,0,0.02
卡梅拉,3,24,1,0,0.03,1,0,0.02
皮纳特,3,22,1,0,0.03,1,0,0.02
西莫斯,3,28,1,0,0.03,1,0,0.02
巴尼根,3,19,1,0,0.03,1,0,0.02
高过雷鸣,4,37,1,0,0.03,1,0,0.02
欧亚国,3,22,1,0,0.03,1,0,0.02
弗尔金·德·雷加,8,51,1,0,0.03,1,0,0.02
巴拉斯梅,4,35,1,0,0.03,1,0,0.02
麦狄卡,3,19,1,0,0.03,1,0,0.02
亨利·沃德·比奇尔,9,53,1,0,0.03,1,0,0.02
哈利·贝瑞,5,33,1,0,0.03,1,0,0.02
牙周炎,3,20,1,0,0.03,1,0,0.02
玛拉·里德,5,37,1,0,0.03,1,0,0.02
伊立泽·哈芬,6,35,1,0,0.03,1,0,0.02
重勋,2,18,1,0,0.03,1,0,0.02
爆竹声,3,32,1,0,0.03,1,0,0.02
德·奎瓦多,5,34,1,0,0.03,1,0,0.02
生机盎然,4,33,1,0,0.03,1,0,0.02
伯纳德·塔皮,6,46,1,0,0.03,1,0,0.02
恭明,2,18,1,0,0.03,1,0,0.02
须那,2,15,1,0,0.03,1,0,0.02
斯特林·莫斯,6,52,1,0,0.03,1,0,0.02
黄美淑,3,31,1,0,0.03,1,0,0.02
差数,2,22,1,0,0.03,1,0,0.02
肉食品,3,24,1,0,0.03,1,0,0.02
尤根,2,14,1,0,0.03,1,0,0.02
亚·吐温,4,24,1,0,0.03,1,0,0.02
三亿五千,4,13,1,0,0.03,1,0,0.02
双立人,3,11,1,0,0.03,1,0,0.02
奥斯汀·奥姆斯,7,61,1,0,0.03,1,0,0.02
爱伊琴,3,28,1,0,0.03,1,0,0.02
阿布拉卡布拉,6,38,1,0,0.03,1,0,0.02
夏洛普,3,31,1,0,0.03,1,0,0.02
加尔多茨基,5,36,1,0,0.03,1,0,0.02
莘,1,10,1,0,0.03,1,0,0.02
西波利亚,4,27,1,0,0.03,1,0,0.02
布特卡斯,4,32,1,0,0.03,1,0,0.02
理查怀特,4,37,1,0,0.03,1,0,0.02
梅里韦瑟·刘易斯,8,61,1,0,0.03,1,0,0.02
麦迪宁凯,4,28,1,0,0.03,1,0,0.02
明市,2,13,1,0,0.03,1,0,0.02
哥科日什托夫,6,37,1,0,0.03,1,0,0.02
福曼,2,24,1,0,0.03,1,0,0.02
可刚,2,11,1,0,0.03,1,0,0.02
圣冰,2,11,1,0,0.03,1,0,0.02
水利局,3,18,1,0,0.03,1,0,0.02
安东尼奥·费南德兹,9,70,1,0,0.03,1,0,0.02
康多丽萨,4,35,1,0,0.03,1,0,0.02
阳历,2,10,1,0,0.03,1,0,0.02
蝉声,2,21,1,0,0.03,1,0,0.02
泰尼·达菲,5,32,1,0,0.03,1,0,0.02
司马迁,3,14,1,0,0.03,1,0,0.02
尼可莱,3,20,1,0,0.03,1,0,0.02
可操作性,4,36,1,0,0.03,1,0,0.02
